文本,文本1,文本2
,,
    對人體有輕微毒性        雖然在雜貨店可以找到這個美國柿 ，但出現在那裡的水果通常是預先成熟的，以避免引起胃腸炎的任何危險。因為柿子樹的葉子和果實富含單寧，食用它們會導致嚴重的胃部不適。水果越成熟，它所含的單寧就越少。您購買或採摘的任何柿子都應小心催熟直至變軟，並在完全成熟前遠離兒童和任何有認知問題的人。如果水果有苦味或導致嘴巴皺起，它仍然含有過多的單寧。    關於毒性的進一步資訊    ,,
,,
    對人體有輕微毒性        美國青藤對人體低毒，植物的所有部位都含有毒素。中毒最常通過大量攝入漿果而發生，漿果因其高生物鹼含量而特別有害。這些影響不被認為是致命的，症狀通常包括胃腸道不適，如嘔吐、腹瀉和腹痛。兒童的風險最高，因為他們經常被鮮豔的紅色漿果所吸引。有一些證據表明， 美國青藤會引起皮膚刺激，但這方面的證據並不是決定性的。    關於毒性的進一步資訊    ,    對狗有毒      關於毒性的進一步資訊    ,    對貓有毒      關於毒性的進一步資訊    
,,
,,
,,
    對人體有輕微毒性        一種有毒植物， 美國蠟梅如果被人類食用會引起有害症狀。症狀可能是中度的。這種植物的有毒部分是種子，其中含有一種叫做 calycanthine 的有害化合物。食用種子會導致抽搐、血壓降低和影響心臟組織的心肌抑制等症狀。由於這種植物經常被用作花園的觀賞植物，孩子們可能會不小心誤食這些種子。    關於毒性的進一步資訊    ,,
,,
,,
,,
    對人體有輕微毒性        美國冬青的水果被人類攝入時有毒。毒性被認為是低的。 美國冬青中毒的症狀可能包括嘔吐、腹瀉、噁心和抑鬱。除非食用大量漿果，否則這些症狀通常是輕微的。中毒最有可能發生於兒童意外攝入。    關於毒性的進一步資訊    ,    對狗有毒   美國冬青對狗有中度毒性。漿果富含有毒皂苷，可能會導致胃部不適、嘔吐、腹瀉和過度流口水。雖然葉子的毒性較小，但由於其鋒利的刺，它們可能會對口腔造成痛苦或身體傷害。幸運的是，因為美國冬青的葉子的刺起到了威懾作用，狗通常不會吃足夠的它們或它們的漿果來引起嚴重的反應。    關於毒性的進一步資訊    ,    對貓有毒   與其他冬青樹一樣，貓應遠離美國冬青 （ Ilex opaca ），後者在食用時會引起中度不良反應。 美國冬青所有部分，包括其精油，都含有可能導致貓嘔吐、腹瀉、嗜睡或過度流口水的毒素。大多數時候，對這種植物的反應並不嚴重，特別是因為它的尖刺葉子可以強烈地阻止暴飲暴食，但如果你的貓攝入了這種植物的精油，所有症狀都會更強烈。    關於毒性的進一步資訊    
    對人體有輕微毒性        與李 屬的其他植物一樣， 美國稠李具有毒性特徵，如果食用會激活人類的負面症狀。由於植物某些部位所含的氫氰酸會導致氰化物中毒，因此症狀可能很嚴重，在某些情況下甚至會導致死亡。果實中間的種子或核是有毒的，植物的葉子和莖也是如此。大量食用這些部位會導致嚴重的疾病，表現為嘔吐、頭痛和頭暈。在最壞的情況下，可能會導致死亡。由於李屬水果是常見的食用水果，有些人誤食了水果中間的種子，卻不知道會引起中毒。    關於毒性的進一步資訊    ,    對狗有毒   美國稠李對狗有劇毒；如果您認為您的狗食用了這種植物的任何部分，請尋求獸醫的注意。葉子、莖和樹皮都含有少量的氰化物。然而，最常導致中毒的是水果及其富含氰化物的種子。雖然美國稠李水果很苦，但狗可能會大量食用它們。中毒症狀包括心率異常、虛弱、癲癇發作，以及在極端情況下昏迷或死亡。    關於毒性的進一步資訊    ,
,,
,,
    對狗有毒   美國茶葉花 （正如它們的通用名稱提示）對狗有中等毒性。這種植物的所有部分都含有多種毒素，會對狗的心臟和心血管健康產生不利影響。 美國茶葉花症狀還包括虛弱、心律不齊和四肢循環減少。可能需要去看獸醫以穩定症狀。幸運的是，這些植物既纖維又苦，所以狗很少吃大量的食物。    關於毒性的進一步資訊    ,    對貓有毒   美國茶葉花在攝入時對貓非常有毒。植物的任何和所有部分都含有強心苷毒素，會干擾心臟。植物的所有部分都有毒，包括花瓶水。早期症狀包括嘔吐和腹瀉以及顫抖和過度流口水。如果您懷疑您的貓食用了這種植物的任何部分或它曾經放入的花瓶水，請將其視為緊急情況並立即就醫。    關於毒性的進一步資訊    ,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
    對人體有高度毒性        由於含有有害生物鹼阿托品和東莨菪鹼， 毛曼陀羅 毛曼陀羅所有部分都是有毒的，即使少量食用這種植物也會產生嚴重的副作用。攝入後會出現抗膽鹼能症狀，影響中樞神經系統並可能導致譫妄、焦慮、定向障礙、癲癇發作、多動和幻覺，還可能導致心率加快、極度發燒、瞳孔擴大、瞳孔擴大。靜脈和動脈、排尿困難和呼吸功能障礙。在嚴重的情況下會發生癱瘓和死亡。    關於毒性的進一步資訊    ,,
,,
,,
,,
,,
    對人體有輕微毒性        毛瓣毛蕊花在接觸、食用或什至被過敏者吸入時對人類有輕微毒性。根、莖、葉和花含有溫和的毒素。該植物還具有會刺激皮膚的小刺和毛刺。接觸刺和燒傷會留下發癢的傷痕。也可能出現輕微的皮疹。花粉會引起花粉症患者的過敏反應。流鼻涕、水汪汪的眼睛、打噴嚏、咳嗽和喉嚨發癢是常見的副作用。如果食用該植物的種子，也可能會產生輕度毒性，導致腹痛、腹瀉、噁心和嘔吐。    關於毒性的進一步資訊    ,,
    對人體有輕微毒性        毛白僵菌是一種具有低至重度毒性潛力的有毒植物。接觸植物會導致某些人接觸性皮炎、皮膚刺激和過敏反應。據推測，植物的所有部分都有毒，但據說葉子和莖是毒性最大的部分。 毛白僵菌相關的皮膚皮炎的常見症狀是受影響區域的發紅、瘙癢、水泡、腫脹和疼痛。考慮到植物刺激皮膚的能力，這個毛白僵菌對人類食用可能不安全。    關於毒性的進一步資訊    ,,
,,
,,
,,
    對人體有輕微毒性        貓薄荷的葉子和花朵如果大量食用可能會產生不良副作用。攝入後的症狀可能包括嘔吐、腹瀉和頭痛。 貓薄荷引起的嚴重人類中毒案例。中毒最有可能發生在意外攝入濃縮的貓薄荷產品，如精油。    關於毒性的進一步資訊    ,    對貓有毒   給你的貓取貓薄荷 （ Nepeta cataria然而，對於某些人來說，它會導致胃部不適。在某些情況下，吸入和大量玩耍這種植物可能會導致嘔吐或腹瀉——儘管這種反應並不常見。將貓薄荷引入您的貓時要小心，如果注意到不良影響，請停止使用它。    關於毒性的進一步資訊    ,
,,
,,
    對人體有輕微毒性        與所有天竺葵 一樣，這個蔓性天竺葵給動物帶來的麻煩遠多於給人類帶來的麻煩，但仍應小心處理。根據你的皮膚有多敏感以及你接觸植物的程度，你可能會因接觸植物的任何部分而患上接觸性皮炎。天竺葵富含有毒的萜類香葉醇和芳樟醇，這兩種物質都會刺激組織，並可能導致食用這種植物任何部分的人類出現更嚴重的並發症。中毒的症狀包括消化不良和食慾不振、嘔吐、腹瀉、絞痛，很少有抑鬱和虛弱。    關於毒性的進一步資訊    ,    對狗有毒   大多數Pelargonium peltatum屬植物對狗有輕度毒性。毒性因物種而異，有些基本上無害，有些會引起更嚴重的反應。大多數含有香葉醇和芳樟醇，這些化合物通常出現在蔓性天竺葵所有部分。攝入這些毒素可能會導致嘔吐、腹瀉、食慾不振或皮炎。    關於毒性的進一步資訊    ,    對貓有毒   應防止貓咀嚼具有輕度毒性的蔓性天竺葵 。植物的所有部分都含有精油芳樟醇和香葉油。通常情況下，貓在出現噁心之前只會吃一點植物。但如果你的貓吃了更多的植物，症狀可能包括嘔吐、腹瀉和肌肉無力。貓通常會完全康復，但最好聯繫您的獸醫以獲取有關如何處理這種情況的建議。    關於毒性的進一步資訊    
,,
    對人體有輕微毒性        蔓性肥皂草滿滿的皂甙，足可當魚毒。人類不會以同樣的方式被它毒害；相反，它們的反應與您吃肥皂時的反應相同。攝入這種植物後，可能會出現噁心、嘔吐、流口水、絞痛和腹瀉，通常隨著劑量的增加而惡化。小孩子可能受害最深，因為較少的植物會使他們生病。讓這種植物遠離兒童，當然，讓它遠離任何魚塘。    關於毒性的進一步資訊    ,,
,,
    對人體有輕微毒性        蔓馬纓丹有一些非常令人不快的化學防禦，它們屬於稱為五環三萜類化合物的化學物質家族。這些毒素存在於水果------尤其是未成熟的水果------種子、莖和葉中。觸摸葉子會引起皮疹。吃蔓馬纓丹對消化道非常不利。食用這種植物的症狀包括胃部不適、嘔吐、腹瀉、瞳孔放大和呼吸困難。讓兒童和有認知障礙的人遠離蔓馬纓丹 ；將它圍起來，放在遙不可及的地方或根除它。    關於毒性的進一步資訊    ,,
,,
,,
,,
    對人體有高度毒性        曼陀羅對人體有劇毒。因攝入這種植物的葉子、莖、花或——最值得注意的是——它的種子而引發的曼陀羅症狀包括皮膚潮紅、瞳孔擴大、頭痛、意識模糊、譫妄、行為古怪或古怪、尿瀦留、對陽光的疼痛敏感，以及在極端情況下昏迷或死亡。 曼陀羅具有非常獨特的尖狀種子莢和花朵，因此意外攝入的情況非常罕見。    關於毒性的進一步資訊    ,,
,,
    對人體有高度毒性        如果汁液與皮膚接觸，會導致中度至重度影響，則馬醉草該植物的有毒部分是葉子和莖中的乳白色汁液。使用該植物時應戴手套。通過皮膚吸收的小劑量可立即引起嘔吐和肌肉麻痺。接觸高劑量會導致顫抖。如果汁液接觸到眼睛，會導致失明。如果攝入汁液，可能會導致死亡。由於其毒性，不鼓勵栽培。    關於毒性的進一步資訊    ,,
,,
    對人體有輕微毒性        馬纓丹所有部分在攝入時都是有毒的，包括葉子、莖、花和成熟的漿果。與葉子的身體接觸也會導致皮炎（皮膚刺激）。攝入這種植物的主要症狀是急性出血性腹瀉。 馬纓丹慢性中毒可能導致便秘。中毒的其他症狀包括心率加快、呼吸窘迫、黃疸、結膜炎和肝功能衰竭。由於意外攝入，兒童最有可能受到這種植物的影響，而他們較小的體重使他們更容易受到這種植物的毒性影響。    關於毒性的進一步資訊    ,    對狗有毒   馬纓丹可能對狗有致命的毒性，並且症狀可能會延遲出現，因此如果您懷疑您的狗一直在咀嚼這種植物，請諮詢獸醫。雖然整株植物都有毒，但漿果的毒性最大。最早的症狀可能只是虛弱和食慾不振，但 24 小時後可能會開始出現肝損傷、血性腹瀉和黃疸跡象。    關於毒性的進一步資訊    ,    對貓有毒   一種常見的園林植物， 馬纓丹 （ Lantana camara ）由於其高水平的五環三萜類化合物具有中等毒性，如果貓攝入它會引起嘔吐、呼吸困難或腹瀉。肝功能衰竭也是一種已知症狀，儘管這在牲畜中比在寵物中更常見。如果看到您的貓攝入了這種植物的任何部分，請聯繫獸醫。    關於毒性的進一步資訊    
    對人體有輕微毒性        與所有天竺葵 一樣，這個馬蹄紋天竺葵給動物帶來的麻煩遠多於給人類帶來的麻煩，但仍應小心處理。根據你的皮膚有多敏感以及你接觸植物的程度，你可能會因接觸植物的任何部分而患上接觸性皮炎。天竺葵富含有毒的萜類香葉醇和芳樟醇，這兩種物質都會刺激組織，並可能導致食用這種植物的人出現更嚴重的並發症。中毒的症狀包括消化不良和食慾不振、嘔吐、腹瀉、難聞的氣體，很少有抑鬱和虛弱。讓這種植物遠離兒童和認知障礙者。    關於毒性的進一步資訊    ,    對狗有毒   大多數Pelargonium zonale屬植物對狗有輕度毒性。毒性因物種而異，有些基本上無害，有些會引起更嚴重的反應。大多數含有香葉醇和芳樟醇，這些化合物通常出現在馬蹄紋天竺葵所有部分。攝入這些毒素可能會導致嘔吐、腹瀉、食慾不振或皮炎。    關於毒性的進一步資訊    ,    對貓有毒   應防止貓咀嚼具有輕度毒性的馬蹄紋天竺葵 。植物的所有部分都含有精油芳樟醇和香葉油。通常情況下，貓在出現噁心之前只會吃一點植物。但如果你的貓吃了更多的植物，症狀可能包括嘔吐、腹瀉和肌肉無力。貓通常會完全康復，但最好聯繫您的獸醫以獲取有關如何處理這種情況的建議。    關於毒性的進一步資訊    
,,
,,
    對人體有中度毒性        當顏色為綠色時， 馬鈴薯含有毒素，使人類食用有危險。症狀可為中度至重度。以馬鈴薯發現的毒素稱為龍葵鹼，在葉和莖以及綠色塊莖中發現有毒量。攝入這些部位和綠色塊莖的症狀包括胃痛、嘔吐、頭痛、頭暈、腹瀉、發燒、精神錯亂、麻痺，甚至體溫過低。 馬鈴薯是大眾食物來源，塊莖一般可食用；然而，一些沒有經驗的採集者可能會在沒有意識到負面後果的情況下烹飪和食用綠色、有毒的塊莖。    關於毒性的進一步資訊    ,    對狗有毒   忠於這種植物的聲譽，食用馬鈴薯對狗來說可能是劇毒的，需要立即引起獸醫注意。這些植物的所有部分都含有多種有毒物質，會導致食慾不振、流口水過多、嘔吐、腹瀉、瞳孔放大、意識模糊、行為改變和虛弱。在更嚴重的情況下，可能會出現呼吸困難、心率降低、昏迷甚至死亡，因此如果您的寵物接觸過這種植物，請將其視為醫療緊急情況。    關於毒性的進一步資訊    ,    對貓有毒   正如其名聲，這種植物對貓有劇毒，如果您的寵物攝入了這種植物，應立即就醫。 馬鈴薯品種在其所有部分都帶有毒藥，而在其他品種中，它只有一部分，例如漿果。最常見的症狀是嚴重的胃腸道不適、腹瀉、意識模糊、流口水、食慾不振、虛弱、瞳孔放大和心率減慢。    關於毒性的進一步資訊    
    對人體有輕微毒性        與櫟屬的其他成員一樣， 馬里蘭德櫟如果被攝入，可能對人類有毒。症狀一般較輕。幼葉和橡子中的單寧令人擔憂，並導致該植物被認為有毒。食用這些部位可引起腹痛、便秘、腹瀉、便血、極度口渴、小便過多。兒童可能特別容易受到有毒植物部分的傷害，因為這些樹木在公園和院子裡很受歡迎，年幼的孩子可能會吃掉它們掉落的地方的樹葉或橡子。    關於毒性的進一步資訊    ,,
,,
,,
,,
,,
    對人體有輕微毒性        馬達加斯加茉莉本身不是有毒植物。它不可食用，但不會引起任何毒性作用。然而，在氣味和外觀上，它與其他幾種茉莉花非常相似，其中許多對人類有毒。它最常被誤認為是夜間開花的茉莉花，它的所有部分都有毒，會導致消化不良、發燒和心跳加快。它也很像卡羅來納茉莉，它的汁液具有嚴重的刺激性。任何人都不應該吃任何形式的茉莉花，但無論如何，小孩和認知障礙的人都可以嘗試。即使你知道你的植物是一個特別馬達加斯加茉莉 ，也要讓易受傷害的人遠離它。    關於毒性的進一步資訊    ,,
    對人體有輕微毒性           關於毒性的進一步資訊    ,    對狗有毒   馬齒莧對狗有劇毒。如果您認為您的狗攝入了一些這種植物，您應該盡快帶它們去看獸醫。 馬齒莧所有部分都含有毒素，但葉子含有最多，也是最常吃的部分。中毒症狀包括過度流涎、虛弱、頭暈和顫抖。這些毒素會導致嚴重的腎功能衰竭，這可能是致命的。    關於毒性的進一步資訊    ,    對貓有毒   馬齒莧 （ Portulaca oleracea ）對貓來說是多汁和誘人的，但你應該讓它們遠離咬樹葉，因為它有毒！即使少量食用這種植物也會導致胃痛、流口水和腹瀉。為避免腎功能衰竭等嚴重疾病，請立即諮詢獸醫專家以獲得建議和治療。    關於毒性的進一步資訊    
,,
,,
,,
    對人體有高度毒性        綠珊瑚對人類有劇毒。這些植物會產生乳白色的汁液，如果接觸到眼睛，可能會導致嚴重的瘙癢、灼傷，甚至暫時失明。但是，由於綠珊瑚是流行的室內植物和園林植物，因此人們在園藝或照料損壞的室內植物時綠珊瑚攝入這種植物的任何部分都可能導致噁心、嘔吐和腹瀉。值得慶幸的是，人類攝入的情況極為罕見，因為這種植物通常是觀賞性種植的，沒有可食用的相似之處。    關於毒性的進一步資訊    ,    對狗有毒   綠珊瑚對狗有輕度至中度毒性。當狗攝入或摩擦該物種的乳白色汁液時，最常發生反應，這種汁液是在植物破碎或以其他方式受傷時產生的。攝入會導致胃腸道不適或腸道損傷，這通常會導致腹瀉或嘔吐。如果汁液與皮膚接觸，可能會引起疼痛的皮疹，導致過度抓撓。如果大量樹液進入狗的眼睛，甚至會導致暫時失明。    關於毒性的進一步資訊    ,    對貓有毒   綠珊瑚 （ Euphorbia tirucalli ）的葉子和莖折斷時，內部汁液會刺激皮膚。攝入症狀通常是輕微的，包括口腔不適和腹部不適。它們不被認為是劇毒的；但是，建議不要讓貓與它們玩耍。    關於毒性的進一步資訊    
,,
,,
,,
    對人體有輕微毒性        縷絲花可能對人體有輕微危害。該植物的汁液含有皂苷，可引起輕微的皮膚刺激。症狀包括炎症、皮疹和瘙癢。對皂苷特別敏感的人最有可能出現症狀。 縷絲花時戴上手套可防止任何皮膚刺激。 縷絲花干花也可能會刺激某些人的眼睛、鼻子和鼻竇，尤其是那些已經患有哮喘或類似的既往病症的人。他們可能會出現呼吸困難和其他過敏或哮喘症狀。    關於毒性的進一步資訊    ,    對狗有毒   縷絲花對狗有輕微毒性。它含有低水平的刺激性皂苷，主要在根部。 縷絲花中毒的症狀通常是輕微的，因為狗很少追根究底，最常見的反應是胃部不適。偶爾也會出現嘔吐或腹瀉。    關於毒性的進一步資訊    ,
,,
    對人體有高度毒性        驢蹄草在攝入時對人類有毒，並且隨著植物的老化而變得更具毒性。植物的所有部分（尤其是葉子和舊部分）都含有原海葵素，可以使人類中度生病。 驢蹄草中毒的症狀包括喉嚨灼痛、嘔吐、血性腹瀉、頭暈、昏厥和抽搐。這種植物也應該小心處理，因為汁液會刺激敏感的皮膚。步行或徒步穿越沼澤和濕地時要小心，因為這是它的原生棲息地。    關於毒性的進一步資訊    ,,
,,
,,
,,
,,
,,
"    對人體有輕微毒性        落花生植物是世界各地常見的糧食作物，但對某些人來說，它們的堅果實際上是危險的，甚至可能致命。 落花生過敏是其中一種更常見和極端的過敏症，可能會致命。它正變得越來越普遍，而最受其影響的往往是兒童。它的種子、種子""皮""和種子油中含有某些蛋白質，可引發反應。症狀包括皮膚接觸時出現皮疹、噁心、胃部不適、進食後發冷和嘔吐，以及吸入落花生粉塵後出現哮喘症狀。即使是堅果的痕跡，比如交叉污染，也會引起反應。在嚴重的情況下，可能會發生危及生命的過敏性休克。如果您家中有人對落花生過敏，請不要在您的花園裡種植它們。    關於毒性的進一步資訊    ",,
    對狗有毒   Kalanchoe pinnata屬的物種對狗有劇毒。如果您懷疑您的狗吃了任何數量的落地生根植物，您應該立即尋求獸醫的注意。這些植物的所有部分都含有可能影響狗的心臟和神經系統的毒素，儘管花朵通常是毒性最大的。攝入會導致腹瀉、嘔吐、唾液分泌過多、食慾不振、協調性喪失和全身無力。更嚴重的病例可能會出現癲癇發作、心率異常、虛脫或死亡。     ,    對貓有毒   許多落地生根 （ Kalanchoe pinnata ）品種對貓有毒，懷疑食用時必須立即就醫。稱為蟾蜍二烯內酯的有害毒素存在於植物的所有部位，尤其是在花朵中。中毒的最初症狀是嘔吐、腹瀉、流口水、心率變化、虛弱和四肢發冷，但如果不及時治療，中毒會導致心臟驟停和死亡。     ,
,,
,,
,,
,,
    對人體有輕微毒性           關於毒性的進一步資訊    ,    對狗有毒   羅漢松的水果和葉子含有一種未知的毒素，食用時會導致狗嚴重嘔吐和腹瀉。最高濃度的有毒化學物質在植物的錐體中。狗可能認為錐體很好吃，這可能導致他/她在短時間內攝入致死劑量。如果您認為您的狗已經食用了大量的錐體，請聯繫您的獸醫。    關於毒性的進一步資訊    ,    對貓有毒   羅漢松 （ Podocarpus macrophyllus ）對貓有中度毒性，嘔吐和腹瀉是最常見的症狀。果實和葉子是這種植物最毒的部分。如果看到動物啃食該植物的任何部分，則應尋求獸醫護理。    關於毒性的進一步資訊    
    對狗有毒   各種羅漢杜鵑 （ Rhododendron groenlandicum ）對狗都具有難以置信的毒性，僅少量即可致死。植物的所有部分都是有毒的，攝入會首先導致嘔吐和過度流涎，導致虛弱、視力喪失，甚至可能死亡。如果您懷疑您的狗甚至吃了幾片葉子，則需要立即進行獸醫治療。     ,,
,,
,,
    對人體有輕微毒性        卵葉女貞葉子和漿果富含皂苷和苷。它們不可食用，味道難聞，會對人類的消化道造成嚴重破壞。中毒的症狀包括腹瀉、嘔吐、腸痛、絞痛、喉嚨痛和結腸痛，以及嚴重的噁心。這種腸胃炎一般會持續幾天。留意周圍的小孩和有認知障礙的人，或者將他們圍起來或完全遠離他們。    關於毒性的進一步資訊    ,,
,,
,,
,,
    對人體有輕微毒性        有少量研究表明， 鹿角漆樹的汁液會導致易感人群出現皮疹，但還需要進一步研究。漆樹屬中的許多物種有毒，會引起極度的皮膚刺激，但鹿角漆樹沒有這些物種所具有的腋下顆粒和光滑的果實。無論如何，在與這種植物直接接觸時要小心謹慎。    關於毒性的進一步資訊    ,,
,,
,,
    對人體有高度毒性        接觸損壞的葉子或攝入葉子或花朵最有可能發生陸蓮花中毒。接觸葉子中的有毒化學物質可能會導致炎症、瘙癢、灼痛、水泡和接觸發生的皮疹。攝入葉子或花朵可能會導致更嚴重的症狀，如胃痛、嘔吐、腹瀉、頭暈和癱瘓。這些植物在開花時毒性最大，但不應在任何時候處理或食用。    關於毒性的進一步資訊    ,    對狗有毒   陸蓮花可能對狗有嚴重的毒性；如果您認為您的狗吃過或接觸過此類植物，您應該立即尋求獸醫的幫助。這些植物的所有部分都含有毛茛素，這種毒素在吞食時有毒，還會刺激皮膚，導致發紅或發癢。攝入症狀從過度流口水、嘔吐、腹瀉、虛弱和食慾不振到癱瘓、癲癇發作、黃疸、痙攣、虛脫，甚至死亡。    關於毒性的進一步資訊    ,    對貓有毒   陸蓮花的毒素對貓有輕度至中度毒性。這種毒素存在於植物的所有部分。中毒的典型症狀包括嘔吐、腹瀉、流口水過多、口腔腫脹、步態不穩和虛弱。幸運的是，這些症狀通常只會以較輕微的形式出現，因為植物令人不快的味道限制了貓的進食量。    關於毒性的進一步資訊    
,,
,,
,,
,,
,,
    對人體有輕微毒性        蘆薈與許多蘆薈植物一樣，含有蘆薈素，一種對敏感人群的輕微皮膚刺激物，以及一種可能產生嚴重影響的消化刺激物，尤其是對老年人。這種毒素存在於植物的乳膠中。攝入，尤其是大劑量攝入會導致消化不良、腹瀉、痙攣、嘔吐，並可能對人體造成肝損傷。慢性中毒可導致電解質失衡，以及腎臟和肝臟損害。皮膚接觸會導致刺激和/或意外攝入。處理後洗手。將這種植物放在兒童和認知障礙人士接觸不到的地方。    關於毒性的進一步資訊    ,    對狗有毒   蘆薈的毒性水平對狗來說是輕度至中度攝入。如果您的狗攝入了這種植物的任何部分，症狀可能包括嘔吐、腹瀉、嗜睡、抑鬱、顫抖和尿液顏色變化。這些症狀通常只持續很短的時間，狗幾乎總是完全康復。    關於毒性的進一步資訊    ,    對貓有毒   雖然對人體有益， 蘆薈 （ Aloe vera吃的時候，由於包含在多汁的莖皂苷）對貓中等毒性。症狀可能在食用後數小時甚至數天不會出現，包括嘔吐、嗜睡和抑鬱。強烈建議獸醫護理，因為已知死亡人數。    關於毒性的進一步資訊    
    對人體有輕微毒性           關於毒性的進一步資訊    ,    對貓有毒   讓貓遠離各種龍牙百合是至關重要的。植物的每一部分都具有致命的毒性，植物所在的水也是如此。吃一點點，甚至舔掉可能落在貓皮毛上的花粉，都會導致嚴重的疾病，有時甚至會導致死亡。症狀包括過度流口水、嘔吐和食慾不振。貓的病情會迅速惡化，因此您必須盡快就醫。    關於毒性的進一步資訊    ,
,,
,,
,,
,,
,,
    對人體有輕微毒性        龍葵是有毒的，儘管攝入這種植物很少會致命。它通常會引起輕微的胃腸道症狀，如腹痛、嘔吐和腹瀉。未成熟的漿果含有最高濃度的毒素；據報導，食用這些食物的兒童已經死亡。攝入後 6-12 小時，您可能會出現發燒、出汗、胃腸道問題、意識模糊和嗜睡。 龍葵的毒性可能因種植地點和使用的品種而異。    關於毒性的進一步資訊    ,    對狗有毒   龍葵是劇毒的，如果攝入量足夠大，狗可能會致命。植物的所有部分都是有毒的，儘管它的漿果——尤其是未成熟的漿果——含有最高濃度的毒素。 龍葵中毒可能會導致多種症狀中的一種或幾種，包括過度流涎、腹瀉、嘔吐、瞳孔放大、意識模糊、虛弱和呼吸困難。如果您懷疑您的狗攝入了這種植物，您應該立即聯繫獸醫。    關於毒性的進一步資訊    ,    對貓有毒   對貓有極大的毒性，攝入龍葵 （ Solanum nigrum ）的影響可能要到食用後六到十二小時才會顯現出來。症狀範圍從虛弱到癲癇發作到癱瘓。植物的所有部分都有毒，但未成熟的漿果尤其如此。獸醫護理對於預防死亡絕對必要，應盡快尋求。    關於毒性的進一步資訊    
    對人體有輕微毒性        龍葵的葉子和未成熟的漿果可能會產生中等毒性。植物的這些部分含有茄鹼，如果大量食用，會導致嘔吐、腹瀉和頭痛。 龍葵中毒有點嚴重，但幾乎不會致命。大多數攝入病例發生在兒童身上，他們誤食了這種植物的漿果——謝天謝地， 龍葵的成熟、有光澤的黑色漿果是無害的。只有未成熟的漿果才會引起疾病，而且由於這些通常是可以避免的，因此中毒是非常罕見的。    關於毒性的進一步資訊    ,    對貓有毒   正如其名聲，這種植物對貓有劇毒，如果您的寵物攝入了這種植物，應立即就醫。 龍葵品種在其所有部分都帶有毒藥，而在其他品種中，它只有一部分，例如漿果。最常見的症狀是嚴重的胃腸道不適、腹瀉、意識模糊、流口水、食慾不振、虛弱、瞳孔放大和心率減慢。    關於毒性的進一步資訊    ,
    對人體有輕微毒性        龍蒿的毒性很低，但植物的所有部分都含有有毒化合物。大量攝入龍蒿會導致胃腸道問題，如嘔吐和腹瀉、輕度健忘症、譫妄，嚴重時會導致抽搐和永久性腦損傷。不建議在手術前 2 週食用它，因為有證據表明它可以減緩血液凝固。雖然沒有直接接觸這種植物會引起皮膚刺激的報導，但已發現其屬的其他物種會引起皮炎，因此建議在處理龍蒿時要謹慎。    關於毒性的進一步資訊    ,    對貓有毒   龍蒿可能對貓有毒。這種精油存在於植物的所有部位，可引起輕度嘔吐和腹瀉。 龍蒿嚴重或致命中毒非常罕見。    關於毒性的進一步資訊    ,
    對人體有輕微毒性        龍海芋的所有部分都含有草酸鈣晶體，攝入後會撕裂口腔、喉嚨和消化道，導致嚴重的刺激和腫脹。有時腫脹嚴重到開始阻塞呼吸。它幾乎總是會引起嚴重的口腔疼痛、噁心、流口水、嘔吐、胃痛和腸痛、喉嚨痛和腹瀉。    關於毒性的進一步資訊    ,,
,,
    對人體有高度毒性        柳葉水甘草在其莖中產生乳狀乳膠物質，當莖被切割或折斷時會流出。如果您接觸到它會刺激皮膚，或者對乳膠過敏的人造成嚴重的過敏反應。修剪柳葉水甘草時戴上手套 o 避免乳膠汁液刺激。    關於毒性的進一步資訊    ,,
    對人體有高度毒性        柳葉馬利筋 ，如果生吃由於香膏，強心甙，以及生物鹼其內容是有毒的。症狀的嚴重程度隨著食用量的增加而增加，因此無論是否煮熟，您都可能會出現嘔吐、腹脹、發燒、肌肉痙攣、呼吸困難、瞳孔擴大，甚至死亡。已發現同屬的其他物種在與皮膚直接接觸時會引起輕度皮炎，因此這也被認為是柳葉馬利筋的潛在風險。    關於毒性的進一步資訊    ,    對狗有毒   Asclepias tuberosa屬的植物對狗有劇毒——如果你的狗吃過這種類型的任何東西，應該立即尋求獸醫的注意。毒素存在於植物的所有部分。 柳葉馬利筋中毒的症狀包括虛弱、瞳孔放大、嘔吐和腹瀉。在更嚴重的情況下，這些症狀可能會發展為呼吸困難、心率加快、器官衰竭、昏迷或死亡。    關於毒性的進一步資訊    ,    對貓有毒   貓需要遠離劇毒的柳葉馬利筋 。這種毒素存在於乳白色的汁液中，植物的所有部分都含有它。攝入應被視為緊急獸醫緊急情況。症狀包括腹瀉、抽搐、緊張或抑鬱、突然虛脫和死亡。    關於毒性的進一步資訊    
,,
    對人體有輕微毒性        作為一棵橡樹， 柳葉櫟如果被攝入可能會有輕微的毒性。它會引起輕度至中度症狀，尤其是大量食用時。這種毒性歸因於幼葉和橡子中所含的單寧酸。如果食用這些植物部分，會導致胃部不適、便秘、腹瀉、血便和極度口渴。在極端情況下，腎臟也會受到影響。這些樹是公園和院子裡很受歡迎的觀賞植物，這意味著孩子們很容易接觸到它們，他們可能會不小心撿起並吃掉樹葉或橡子。    關於毒性的進一步資訊    ,,
,,
,,
